,Frequency,Lambda,Org_X,Org_Y,Org_Mag,Pred_X,Pred_Y,Pred_Mag
0,25.479999542236,7.0,0.84341967105865,-0.46073195338249,0.9610570609471252,0.8566801139576496,-0.4536953112098484,0.969402007974139
1,25.719999313354,7.0,0.83612680435181,-0.46859660744667,0.9584836010418218,0.8439203479694241,-0.4640742667021119,0.9631025276324098
2,25.860000610352,7.0,0.83169901371002,-0.47321933507919,0.9569011383100192,0.8363942393435236,-0.470350944584141,0.959575601335416
3,25.879999160767,7.0,0.83105564117432,-0.4738817512989,0.9566699498477896,0.8352182929289527,-0.4716074706619408,0.9591679744587532
4,26.0,7.0,0.82713788747787,-0.47786661982536,0.9552557726832478,0.8290500950513147,-0.4758712515489413,0.9559171031817296
5,26.299999237061,7.0,0.81689482927322,-0.48789882659912,0.95150534790411,0.8149198309187446,-0.4872129232439713,0.949458141994986
6,26.35000038147,7.0,0.81512320041656,-0.48957964777946,0.950849127557677,0.8127204997079173,-0.489133322536405,0.9485599706191432
7,26.409999847412,7.0,0.81297188997269,-0.49159955978394,0.9500491677095092,0.8102963032556001,-0.4912235779401814,0.947565671916224
8,26.510000228882,7.0,0.80932486057281,-0.49497270584106,0.9486857801552728,0.8059304787346675,-0.4949321517278781,0.9457704644190776
9,26.590000152588,7.0,0.80635035037994,-0.49767673015594,0.9475668922543464,0.8022842225409422,-0.4980280704028428,0.9442944099417846
10,26.610000610352,7.0,0.80559873580933,-0.4983534514904,0.9472832130624848,0.8015476353861968,-0.4986875505902755,0.9440168880411683
11,26.680000305176,7.0,0.80294269323349,-0.50072395801544,0.9462776816282304,0.7985414801145194,-0.5012829654027853,0.9428430976925574
12,26.75,7.0,0.80024635791779,-0.50309729576111,0.9452518830252756,0.7955807601898794,-0.5037171057336987,0.9416366967111258
13,26.809999465942,7.0,0.79790300130844,-0.50513368844986,0.944356523090711,0.7930459475967078,-0.5062015637656043,0.9408304300766974
14,26.860000610352,7.0,0.79592674970627,-0.50683182477951,0.9435983729889084,0.7908501884949497,-0.5081605123693307,0.940037832735448
15,26.889999389648,7.0,0.79473078250885,-0.5078512430191,0.9431383258585,0.7895882767533571,-0.5090175966441417,0.9394405571826852
16,27.0,7.0,0.79027938842773,-0.51159155368805,0.9414177763239124,0.7847312564180471,-0.5132786279522886,0.9376876317367264
17,27.180000305176,7.0,0.78276407718658,-0.51771724224091,0.938483214259739,0.7766594987443984,-0.5204945956749285,0.9349409613000746
18,27.229999542236,7.0,0.78062433004379,-0.51941901445389,0.9376408999358796,0.7742782131179838,-0.5224349070318675,0.934047634435511
19,27.540000915527,7.0,0.76683157682419,-0.52995812892914,0.9321407005558487,0.7591116961372685,-0.5348368129079547,0.9286016280698302
20,27.569999694824,7.0,0.76544731855392,-0.53097587823868,0.9315819774731172,0.7577127573531038,-0.5359984647942702,0.9281287501836468
21,27.610000610352,7.0,0.76358765363693,-0.53233206272125,0.9308294848079388,0.7555208001707343,-0.537677582289046,0.9273127099241228
